Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
4/10/11,76,46,0.1,0,0
4/11/11,63,43,0,0,0
4/12/11,68,42,0,0,0
4/13/11,62,44,T,0,0
4/14/11,48,35,T,0,0
4/15/11,49,33,0.13,0.6,0
4/16/11,41,32,T,T,1
4/17/11,49,32,0,0,0
4/18/11,50,35,0,0,0
4/19/11,45,35,T,T,0
4/20/11,46,32,0.2,1.3,1
4/21/11,50,32,0.16,0,0
4/22/11,45,39,0.09,0,0
4/23/11,48,39,0.04,0,0
4/24/11,62,36,0,0,0
4/25/11,65,39,0,0,0
4/26/11,57,38,1.46,0,0
4/27/11,44,35,T,T,0
4/28/11,56,35,0.06,T,0
4/29/11,65,36,T,0,0
4/30/11,60,43,0.47,0,0
5/1/11,43,33,T,T,0
5/2/11,40,33,T,T,0
5/3/11,59,32,0,0,0
5/4/11,66,37,T,0,0
5/5/11,63,46,0.15,0,0
5/6/11,70,45,0,0,0
5/7/11,72,53,0,0,0
5/8/11,65,53,0.18,0,0
5/9/11,70,54,0.47,T,0
5/10/11,88,56,T,0,0
5/11/11,78,61,0.02,0,0
5/12/11,65,51,0.02,0,0
5/13/11,56,46,T,0,0
5/14/11,52,44,0.08,0,0
5/15/11,64,44,0,0,0
5/16/11,69,40,0,0,0
5/17/11,68,44,0,0,0
5/18/11,73,49,0,0,0
5/19/11,71,58,0,0,0
5/20/11,73,59,0.28,0,0
5/21/11,73,61,1.74,0,0
5/22/11,69,58,0.57,0,0
5/23/11,75,59,0.01,0,0
5/24/11,67,56,0.01,0,0
5/25/11,64,50,0.1,0,0
5/26/11,64,45,0,0,0
5/27/11,63,47,0.22,0,0
5/28/11,70,50,0.15,0,0
5/29/11,68,54,0.01,0,0
5/30/11,88,62,0.03,0,0
5/31/11,77,59,T,0,0
6/1/11,76,55,0,0,0
6/2/11,80,60,0,0,0
6/3/11,91,68,0.02,0,0
6/4/11,84,64,0,0,0
6/5/11,84,62,0,0,0
6/6/11,97,70,0,0,0
6/7/11,103,78,0,0,0
6/8/11,83,58,0,0,0
6/9/11,68,52,T,0,0
6/10/11,62,53,0.29,0,0
6/11/11,69,52,0.02,0,0
6/12/11,68,52,0,0,0
6/13/11,77,55,0,0,0
6/14/11,80,61,0.92,0,0
6/15/11,74,58,0.43,0,0
6/16/11,80,62,0,0,0
6/17/11,84,60,0.8,0,0
6/18/11,72,67,0.28,0,0
6/19/11,79,63,0,0,0
6/20/11,77,62,0,0,0
6/21/11,79,65,1.2,0,0
6/22/11,70,53,1.29,0,0
6/23/11,63,53,0.01,0,0
6/24/11,78,52,0,0,0
6/25/11,68,61,0.02,0,0
6/26/11,79,61,T,0,0
6/27/11,77,61,T,0,0
6/28/11,79,58,0,0,0
6/29/11,86,62,0,0,0
6/30/11,95,72,0,0,0
7/1/11,99,71,0.14,0,0
7/2/11,85,67,0,0,0
7/3/11,86,64,0,0,0
7/4/11,90,68,0,0,0
7/5/11,88,70,0.01,0,0
7/6/11,87,64,0,0,0
7/7/11,87,69,T,0,0
7/8/11,91,71,0,0,0
7/9/11,88,76,T,0,0
7/10/11,92,69,0.62,0,0
7/11/11,88,69,T,0,0
7/12/11,78,65,0,0,0
7/13/11,77,61,0,0,0
7/14/11,74,64,0.13,0,0
7/15/11,77,71,1.84,0,0
7/16/11,87,71,1.08,0,0
7/17/11,93,79,T,0,0
7/18/11,98,80,T,0,0
7/19/11,97,74,0.28,0,0
7/20/11,96,80,0,0,0
7/21/11,86,71,0,0,0
7/22/11,89,71,0,0,0
7/23/11,85,68,0.68,0,0
7/24/11,83,63,0,0,0
7/25/11,89,68,0,0,0
7/26/11,84,68,T,0,0
7/27/11,89,72,0.44,0,0
7/28/11,89,73,0,0,0
7/29/11,89,68,0,0,0
7/30/11,90,68,0.01,0,0
7/31/11,93,68,0,0,0
8/1/11,83,71,0.82,0,0
8/2/11,88,74,0.01,0,0
8/3/11,87,67,0,0,0
8/4/11,85,68,0,0,0
8/5/11,85,70,0,0,0
8/6/11,88,73,T,0,0
8/7/11,82,67,0,0,0
8/8/11,82,68,0,0,0
8/9/11,76,62,0,0,0
8/10/11,81,58,0,0,0
8/11/11,84,63,0,0,0
8/12/11,77,65,0.01,0,0
8/13/11,81,62,0.61,0,0
8/14/11,84,63,0,0,0
8/15/11,84,67,0,0,0
8/16/11,84,68,1.42,0,0
8/17/11,81,62,0,0,0
8/18/11,84,61,0,0,0
8/19/11,84,65,0.01,0,0
8/20/11,78,61,0.01,0,0
8/21/11,79,61,T,0,0
8/22/11,85,62,0,0,0
8/23/11,87,68,0.12,0,0
8/24/11,81,67,0,0,0
8/25/11,83,63,0,0,0
8/26/11,87,66,0,0,0
8/27/11,79,60,T,0,0
8/28/11,78,59,0,0,0
8/29/11,81,59,0,0,0
8/30/11,71,64,0.02,0,0
8/31/11,85,64,T,0,0
9/1/11,94,71,0,0,0
9/2/11,82,72,0.02,0,0
9/3/11,81,60,T,0,0
9/4/11,71,53,T,0,0
9/5/11,72,48,0,0,0
9/6/11,74,51,0,0,0
9/7/11,79,53,0,0,0
9/8/11,86,57,0,0,0
9/9/11,90,63,0,0,0
9/10/11,89,63,0,0,0
9/11/11,89,65,0,0,0
9/12/11,90,61,0,0,0
9/13/11,70,54,0,0,0
9/14/11,60,41,0,0,0
9/15/11,58,36,0,0,0
9/16/11,60,48,0,0,0
9/17/11,67,49,T,0,0
9/18/11,61,53,0.2,0,0
9/19/11,75,51,0,0,0
9/20/11,73,55,0.04,0,0
9/21/11,61,49,0.05,0,0
9/22/11,57,46,T,0,0
9/23/11,60,47,0,0,0
9/24/11,62,41,0,0,0
9/25/11,67,45,T,0,0
9/26/11,70,53,T,0,0
9/27/11,67,58,0.05,0,0
9/28/11,81,56,0,0,0
9/29/11,66,55,T,0,0
9/30/11,64,44,0,0,0
10/1/11,64,38,0,0,0
10/2/11,80,43,0,0,0
10/3/11,83,50,0,0,0
10/4/11,85,52,0,0,0
10/5/11,88,62,0,0,0
10/6/11,83,57,0,0,0
10/7/11,85,65,0,0,0
10/8/11,83,71,T,0,0
10/9/11,83,64,0,0,0
10/10/11,76,57,0.12,0,0
10/11/11,76,54,0.02,0,0
10/12/11,69,57,0.54,0,0
10/13/11,60,48,T,0,0
10/14/11,57,48,0,0,0
10/15/11,60,43,T,0,0
10/16/11,59,45,0,0,0
10/17/11,58,41,0,0,0
10/18/11,47,42,T,0,0
10/19/11,49,39,0,0,0
10/20/11,55,35,0,0,0
10/21/11,61,32,0,0,0
10/22/11,61,40,0,0,0
10/23/11,58,42,0.01,0,0
10/24/11,62,39,0,0,0
10/25/11,56,42,T,0,0
10/26/11,51,40,T,0,0
10/27/11,53,36,0.01,0,0
10/28/11,56,34,0,0,0
10/29/11,54,31,0,0,0
10/30/11,50,39,T,0,0
10/31/11,50,33,0,0,0
11/1/11,55,45,T,0,0
11/2/11,51,37,T,0,0
11/3/11,54,30,0,0,0
11/4/11,56,28,0,0,0
11/5/11,57,40,0,0,0
11/6/11,55,43,T,0,0
11/7/11,50,35,0,0,0
11/8/11,47,34,0,0,0
11/9/11,50,34,T,T,0
11/10/11,39,31,T,T,0
11/11/11,50,30,0,0,0
11/12/11,64,31,0,0,0
11/13/11,49,40,0,0,0
11/14/11,52,35,0,0,0
11/15/11,51,30,0,0,0
11/16/11,39,24,0,0,0
11/17/11,32,16,0,0,0
11/18/11,48,32,0,0,0
11/19/11,37,23,0.21,3,0
11/20/11,27,16,0,0,3
11/21/11,36,20,0,0,2
11/22/11,38,34,0,0,1
11/23/11,52,35,0,0,0
11/24/11,59,36,0,0,0
11/25/11,54,44,0,0,0
11/26/11,50,37,0.08,0,0
11/27/11,37,31,T,0,0
11/28/11,39,25,0,0,0
11/29/11,40,25,0,0,0
11/30/11,41,24,0.01,T,0
12/1/11,32,17,0.04,0.4,T
12/2/11,34,14,0,0,T
12/3/11,34,29,0.18,4.2,T
12/4/11,29,22,0.01,0.2,4
12/5/11,22,17,T,T,3
12/6/11,19,10,T,0.1,3
12/7/11,29,14,0,0,3
12/8/11,29,12,0,0,2
12/9/11,17,5,0,0,2
12/10/11,27,6,0,0,2
12/11/11,39,19,0,0,2
12/12/11,40,36,0.01,0,T
12/13/11,38,35,0.01,0,0
12/14/11,39,35,0.37,0,0
12/15/11,37,19,T,T,0
12/16/11,26,17,T,0.1,0
12/17/11,35,20,0.01,0.2,T
12/18/11,47,21,0,0,0
12/19/11,38,26,0,0,0
12/20/11,33,20,0,0,0
12/21/11,31,18,T,0.2,0
12/22/11,28,21,0,0,T
12/23/11,37,19,0.02,0.2,0
12/24/11,42,18,0,0,T
12/25/11,42,30,0,0,T
12/26/11,52,25,0,0,0
12/27/11,40,24,0,0,0
12/28/11,39,23,0.01,0,0
12/29/11,37,28,0,0,0
12/30/11,32,28,T,T,0
12/31/11,43,28,0.33,1.7,0
1/1/12,34,19,T,T,1
1/2/12,20,11,T,T,1
1/3/12,29,10,0,0,1
1/4/12,37,23,0,0,1
1/5/12,45,24,0,0,1
1/6/12,46,37,0,0,T
1/7/12,37,25,0,0,0
1/8/12,40,21,0,0,0
1/9/12,49,34,0,0,0
1/10/12,52,27,0,0,0
1/11/12,38,13,T,T,0
1/12/12,14,10,T,T,T
1/13/12,13,7,0.02,0.4,T
1/14/12,21,5,0.03,0.5,T
1/15/12,40,18,0,0,1
1/16/12,32,20,0,0,T
1/17/12,20,5,0.01,0.1,T
1/18/12,26,-1,T,0.1,T
1/19/12,4,-11,0,0,T
1/20/12,12,0,0.07,1.1,T
1/21/12,22,-1,0,0,1
1/22/12,26,20,0.01,0,1
1/23/12,26,19,0.15,1.9,2
1/24/12,24,12,T,T,2
1/25/12,32,22,T,T,2
1/26/12,40,24,0,0,2
1/27/12,36,20,0.04,0.1,1
1/28/12,28,18,0.03,0.4,1
1/29/12,22,11,T,T,1
1/30/12,44,19,T,T,1
1/31/12,45,29,0,0,1
2/1/12,32,28,0,0,T
2/2/12,36,28,0,0,T
2/3/12,33,27,0,0,0
2/4/12,36,23,T,T,0
2/5/12,30,27,0,0,0
2/6/12,46,25,0,0,0
2/7/12,32,15,0,0,0
2/8/12,33,12,0,0,0
2/9/12,38,17,0,0,0
2/10/12,28,6,T,T,0
2/11/12,21,1,0,0,0
2/12/12,32,6,0,0,0
2/13/12,31,15,0.04,0.3,0
2/14/12,34,22,0.01,0.1,T
2/15/12,36,23,T,T,T
2/16/12,41,24,0,0,0
2/17/12,43,26,0,0,0
2/18/12,37,18,0,0,0
2/19/12,44,19,0,0,0
2/20/12,44,27,0.23,1.9,0
2/21/12,35,30,0.07,0.8,3
2/22/12,35,22,0,0,2
2/23/12,39,28,0,0,2
2/24/12,30,14,0.01,0.1,1
2/25/12,28,11,T,0.1,1
2/26/12,39,26,T,T,1
2/27/12,30,22,T,T,T
2/28/12,33,24,0.7,0.6,T
2/29/12,34,31,0.65,2.2,1
3/1/12,36,29,0.09,0.8,2
3/2/12,35,28,T,T,2
3/3/12,28,16,0.02,0.3,2
3/4/12,29,8,0,0,2
3/5/12,35,16,0,0,2
3/6/12,60,29,0,0,2
3/7/12,54,26,0.04,0,0
3/8/12,37,21,0.01,0.2,0
3/9/12,34,15,0,0,0
3/10/12,66,34,0,0,0
3/11/12,66,46,0.02,0,0
3/12/12,52,43,0.28,0,0
3/13/12,67,34,0,0,0
3/14/12,73,48,0,0,0
3/15/12,63,42,0,0,0
3/16/12,79,42,0,0,0
3/17/12,80,59,0,0,0
3/18/12,79,61,0,0,0
3/19/12,79,61,0.58,0,0
3/20/12,65,57,0.01,0,0
3/21/12,66,55,0.02,0,0
3/22/12,70,56,0.12,0,0
3/23/12,73,59,T,0,0
3/24/12,70,51,0,0,0
3/25/12,58,38,0,0,0
3/26/12,47,37,0.05,0,0
3/27/12,68,42,T,0,0
3/28/12,54,40,0,0,0
3/29/12,61,40,0.16,0,0
3/30/12,50,39,T,0,0
3/31/12,50,41,0,0,0
4/1/12,67,45,0,0,0
4/2/12,70,50,0.46,T,0
4/3/12,64,46,0,0,0
4/4/12,62,40,0,0,0
4/5/12,59,42,0,0,0
4/6/12,61,37,0,0,0
4/7/12,57,44,0.17,0,0
4/8/12,61,37,0,0,0
4/9/12,48,31,0,0,0
4/10/12,44,28,0,0,0
4/11/12,54,27,0,0,0
4/12/12,63,34,0,0,0
4/13/12,53,47,0.07,0,0
4/14/12,73,45,T,0,0
4/15/12,75,47,1.19,0,0
4/16/12,48,34,0.24,T,0
4/17/12,58,33,0.13,0,0
4/18/12,63,46,0.05,0,0
4/19/12,47,39,0.06,0,0
4/20/12,58,33,0,0,0
4/21/12,52,41,0.29,0,0
4/22/12,56,41,0.03,0,0
4/23/12,65,36,0,0,0
4/24/12,73,49,T,0,0
4/25/12,73,49,0.05,0,0
4/26/12,56,44,0,0,0
4/27/12,56,42,T,0,0
4/28/12,51,40,0.25,T,0
4/29/12,57,44,0.05,0,0
4/30/12,63,44,T,0,0
5/1/12,74,51,0.75,0,0
5/2/12,81,58,0.03,0,0
5/3/12,80,60,0.76,0,0
5/4/12,74,53,0.38,0,0
5/5/12,60,54,0.91,0,0
5/6/12,64,52,1.4,T,0
5/7/12,66,51,0,0,0
5/8/12,60,49,0.06,0,0
5/9/12,66,46,0,0,0
5/10/12,73,46,0,0,0
5/11/12,71,51,0.06,0,0
5/12/12,69,50,0,0,0
5/13/12,76,49,0,0,0
5/14/12,85,55,0,0,0
5/15/12,74,55,0,0,0
5/16/12,70,47,0,0,0
5/17/12,83,56,0,0,0
5/18/12,93,63,0,0,0
5/19/12,88,63,0.42,0,0
5/20/12,63,51,0.02,0,0
5/21/12,74,47,0,0,0
5/22/12,85,56,0,0,0
5/23/12,89,64,0.81,0,0
5/24/12,65,57,2.58,0,0
5/25/12,69,53,T,0,0
5/26/12,64,59,0.65,0,0
5/27/12,92,64,0.32,0,0
5/28/12,80,60,0.19,0,0
5/29/12,64,52,T,0,0
5/30/12,62,47,T,0,0
5/31/12,66,49,T,0,0
6/1/12,72,46,0,0,0
6/2/12,76,54,0,0,0
6/3/12,77,57,0,0,0
6/4/12,84,60,0,0,0
6/5/12,83,61,0,0,0
6/6/12,82,62,0.02,0,0
6/7/12,82,65,0,0,0
6/8/12,90,71,0.01,0,0
6/9/12,92,72,0,0,0
6/10/12,93,64,0.37,0,0
6/11/12,74,55,0,0,0
6/12/12,69,51,0,0,0
6/13/12,76,55,T,0,0
6/14/12,70,61,0.86,0,0
6/15/12,81,63,0,0,0
6/16/12,83,66,0.31,0,0
6/17/12,78,60,1.15,0,0
6/18/12,90,67,0.1,0,0
6/19/12,93,65,0.61,0,0
6/20/12,83,64,0.16,0,0
6/21/12,77,61,0,0,0
6/22/12,81,62,0,0,0
6/23/12,78,66,T,0,0
6/24/12,84,66,0,0,0
6/25/12,77,60,0,0,0
6/26/12,82,60,0,0,0
6/27/12,93,69,0,0,0
6/28/12,88,71,0,0,0
6/29/12,90,64,0,0,0
6/30/12,92,70,T,0,0
7/1/12,94,73,0,0,0
7/2/12,99,77,0,0,0
7/3/12,97,68,0.05,0,0
7/4/12,101,81,T,0,0
7/5/12,96,79,0,0,0
7/6/12,102,66,0.54,0,0
7/7/12,86,64,T,0,0
7/8/12,90,71,0,0,0
7/9/12,87,69,0,0,0
7/10/12,88,65,0,0,0
7/11/12,88,66,0,0,0
7/12/12,89,70,T,0,0
7/13/12,91,67,1,T,0
7/14/12,91,68,T,0,0
7/15/12,90,74,0,0,0
7/16/12,98,77,0,0,0
7/17/12,94,76,0,0,0
7/18/12,83,71,0.83,0,0
7/19/12,84,69,0,0,0
7/20/12,87,67,T,0,0
7/21/12,89,71,0.22,0,0
7/22/12,89,75,T,0,0
7/23/12,96,76,0.05,0,0
7/24/12,82,70,1.69,0,0
7/25/12,92,75,0.01,0,0
7/26/12,84,66,0,0,0
7/27/12,80,64,0,0,0
7/28/12,83,65,T,0,0
7/29/12,80,66,0.51,0,0
7/30/12,89,69,0,0,0
7/31/12,88,68,0,0,0
8/1/12,92,69,T,0,0
8/2/12,90,72,0,0,0
8/3/12,89,66,0.38,0,0
8/4/12,78,65,0.02,0,0
8/5/12,76,57,0,0,0
8/6/12,86,61,0,0,0
8/7/12,88,68,0,0,0
8/8/12,80,64,0.01,0,0
8/9/12,79,60,0.1,0,0
8/10/12,79,56,0,0,0
8/11/12,79,54,0,0,0
8/12/12,68,61,T,0,0
8/13/12,83,57,0,0,0
8/14/12,78,59,T,0,0
8/15/12,83,64,0.73,0,0
8/16/12,71,56,0,0,0
8/17/12,74,50,0,0,0
8/18/12,78,56,0.02,0,0
8/19/12,77,57,0,0,0
8/20/12,79,51,0,0,0
8/21/12,80,56,0,0,0
8/22/12,79,58,0.04,0,0
8/23/12,86,70,0.01,0,0
8/24/12,89,66,0,0,0
8/25/12,76,66,0.06,0,0
8/26/12,86,67,0.01,0,0
8/27/12,87,61,0,0,0
8/28/12,84,66,0,0,0
8/29/12,93,69,0,0,0
8/30/12,92,72,0,0,0
8/31/12,86,63,0,0,0
9/1/12,86,65,0,0,0
9/2/12,88,62,0,0,0
9/3/12,92,70,0,0,0
9/4/12,92,68,0,0,0
9/5/12,84,61,0.02,0,0
9/6/12,81,57,T,0,0
9/7/12,72,55,T,0,0
9/8/12,79,50,0,0,0
9/9/12,75,52,0,0,0
9/10/12,83,54,0,0,0
9/11/12,95,63,0,0,0
9/12/12,78,56,0.09,0,0
9/13/12,75,53,0,0,0
9/14/12,76,50,0,0,0
9/15/12,85,52,0,0,0
9/16/12,80,61,0,0,0
9/17/12,64,47,0.19,0,0
9/18/12,61,43,0,0,0
9/19/12,76,52,T,0,0
9/20/12,66,50,0,0,0
9/21/12,63,40,T,0,0
9/22/12,60,39,T,0,0
9/23/12,61,36,0,0,0
9/24/12,77,40,0,0,0
9/25/12,68,45,0,0,0
9/26/12,65,40,0,0,0
9/27/12,69,41,0,0,0
9/28/12,76,46,0,0,0
9/29/12,82,51,0,0,0
9/30/12,77,48,0,0,0
10/1/12,72,53,0,0,0
10/2/12,72,44,0,0,0
10/3/12,78,48,0,0,0
10/4/12,64,42,0,0,0
10/5/12,48,36,0,0,0
10/6/12,45,33,0,0,0
10/7/12,53,28,0,0,0
10/8/12,64,39,T,0,0
10/9/12,50,36,0.03,0,0
10/10/12,55,32,0,0,0
10/11/12,55,33,T,0,0
10/12/12,53,28,0,0,0
10/13/12,53,47,0.04,0,0
10/14/12,59,45,0,0,0
10/15/12,61,38,T,0,0
10/16/12,65,52,T,0,0
10/17/12,62,47,T,0,0
10/18/12,50,43,0.01,0,0
10/19/12,52,38,0.21,0,0
10/20/12,54,34,0,0,0
10/21/12,71,42,0,0,0
10/22/12,64,50,T,0,0
10/23/12,65,55,0.08,0,0
10/24/12,60,47,0.18,0,0
10/25/12,47,35,0.75,T,0
10/26/12,39,32,0,0,0
10/27/12,43,28,0,0,0
10/28/12,46,29,0,0,0
10/29/12,45,31,0,0,0
10/30/12,50,28,0,0,0
10/31/12,52,25,0,0,0
11/1/12,47,31,0,0,0
11/2/12,39,27,0,0,0
11/3/12,43,37,0,0,0
11/4/12,45,30,0.01,0,0
11/5/12,45,38,T,0,0
11/6/12,44,38,0.31,0,0
11/7/12,47,38,0,0,0
11/8/12,54,34,0,0,0
11/9/12,55,35,0,0,0
11/10/12,69,44,0.24,0,0
11/11/12,56,22,0.02,T,0
11/12/12,27,19,0.01,0.2,0
11/13/12,43,18,0,0,T
11/14/12,51,34,0,0,0
11/15/12,53,29,T,0,0
11/16/12,44,23,0,0,0
11/17/12,54,32,0,0,0
11/18/12,57,43,0,0,0
11/19/12,59,38,T,0,0
11/20/12,54,33,0,0,0
11/21/12,62,38,0,0,0
11/22/12,60,24,0.02,0.1,0
11/23/12,27,14,0.02,0.5,1
11/24/12,30,11,T,T,T
11/25/12,30,23,0,0,T
11/26/12,23,10,0,0,T
11/27/12,39,16,0,0,T
11/28/12,36,25,0,0,0
11/29/12,40,23,0,0,0
11/30/12,36,31,0,0,0
12/1/12,48,34,0,0,0
12/2/12,40,29,0,0,0
12/3/12,55,37,0.02,0,0
12/4/12,45,21,0,0,0
12/5/12,40,19,0,0,0
12/6/12,46,27,T,0,0
12/7/12,32,24,0.05,0.8,0
12/8/12,33,25,0,0,1
12/9/12,32,20,0.95,10.5,2
12/10/12,20,2,T,0.1,9
12/11/12,20,4,T,0.1,8
12/12/12,43,12,0,0,8
12/13/12,40,24,0,0,6
12/14/12,39,20,0,0,6
12/15/12,39,33,0.42,0.1,4
12/16/12,34,20,T,T,1
12/17/12,25,20,T,T,1
12/18/12,29,23,T,T,1
12/19/12,32,27,0.02,0.2,1
12/20/12,28,13,0.02,0.5,1
12/21/12,21,9,0,0,1
12/22/12,29,9,0,0,1
12/23/12,19,10,0,0,1
12/24/12,18,6,0.01,0.5,1
12/25/12,13,0,0,0,1
12/26/12,19,5,0,0,1
12/27/12,21,8,0.09,1,1
12/28/12,26,13,0.06,1.2,3
12/29/12,19,5,T,T,3
12/30/12,25,1,0,0,3
12/31/12,18,1,T,T,3
1/1/13,20,-5,T,T,3
1/2/13,21,14,0.01,0.4,3
1/3/13,22,11,T,0.6,3
1/4/13,30,16,0,0,3
1/5/13,26,10,0,0,3
1/6/13,24,10,0,0,3
1/7/13,36,15,0,0,3
1/8/13,35,16,0,0,3
1/9/13,35,25,0,0,3
1/10/13,39,24,0.28,0,2
1/11/13,41,34,0.02,0,1
1/12/13,39,5,T,T,0
1/13/13,9,2,T,T,0
1/14/13,14,5,0,0,T
1/15/13,30,10,0,0,T
1/16/13,36,14,0.02,0.3,T
1/17/13,20,6,T,T,T
1/18/13,41,17,0.01,0.1,T
1/19/13,39,2,0,0,T
1/20/13,9,-2,T,T,0
1/21/13,-2,-10,T,T,T
1/22/13,5,-12,0,0,T
1/23/13,17,-5,T,0.2,T
1/24/13,13,-6,T,T,T
1/25/13,21,4,T,T,T
1/26/13,23,2,0,0,0
1/27/13,33,21,0.49,3,0
1/28/13,33,30,T,0,3
1/29/13,33,25,0.03,0,2
1/30/13,26,6,T,T,2
1/31/13,7,-10,T,T,2
2/1/13,4,-13,0.06,2,2
2/2/13,9,0,0.03,0.7,4
2/3/13,13,3,0.04,0.9,4
2/4/13,14,3,0.06,1.2,5
2/5/13,27,8,0.05,1.2,6
2/6/13,23,3,0.04,0.7,5
2/7/13,25,18,T,0,5
2/8/13,23,16,0,0,5
2/9/13,29,22,0,0,5
2/10/13,35,25,0.62,2.2,5
2/11/13,32,19,T,0.1,6
2/12/13,36,16,0,0,6
2/13/13,39,20,0.09,0.5,6
2/14/13,34,15,0.09,1.1,7
2/15/13,18,6,0,0,7
2/16/13,20,2,T,T,7
2/17/13,32,9,0,0,7
2/18/13,34,9,0.01,0.3,6
2/19/13,10,0,T,T,6
2/20/13,19,-3,0,0,5
2/21/13,23,7,0,0,5
2/22/13,29,20,0.24,4.2,7
2/23/13,29,20,0,0,9
2/24/13,34,12,0,0,8
2/25/13,37,23,0,0,7
2/26/13,36,17,0,0,6
2/27/13,38,29,0,0,6
2/28/13,31,25,0,0,6
3/1/13,31,19,0,0,6
3/2/13,32,10,0,0,6
3/3/13,32,18,0,0,6
3/4/13,29,23,0.34,3.9,5
3/5/13,30,22,0.41,5.4,11
3/6/13,29,17,0,0,13
3/7/13,31,11,0,0,11
3/8/13,39,19,0,0,11
3/9/13,38,33,0.61,0,8
3/10/13,36,31,0.01,T,6
3/11/13,31,23,0,0,6
3/12/13,29,20,T,T,6
3/13/13,33,14,0,0,6
3/14/13,40,24,0.06,0.6,6
3/15/13,35,24,0.19,0.8,5
3/16/13,27,14,0,0,6
3/17/13,29,9,0,0,6
3/18/13,30,11,0.23,3.1,8
3/19/13,23,7,0,0,8
3/20/13,21,5,0,0,8
3/21/13,29,7,0,0,8
3/22/13,37,13,0,0,7
3/23/13,39,20,0,0,6
3/24/13,33,29,0,0,6
3/25/13,38,24,0,0,6
3/26/13,39,27,0,0,5
3/27/13,43,23,0,0,4
3/28/13,44,25,0,0,4
3/29/13,49,32,T,0,2
3/30/13,56,36,0.19,0,T
3/31/13,42,24,0,0,T
4/1/13,36,19,0,0,T
4/2/13,38,19,0,0,0
4/3/13,48,23,0,0,0
4/4/13,53,33,0,0,0
4/5/13,44,28,0.07,T,0
4/6/13,55,37,0.09,0,0
4/7/13,48,35,0.19,0,0
4/8/13,48,40,0.52,0,0
4/9/13,44,31,0.48,0.7,0
4/10/13,40,30,0.09,0.7,1
4/11/13,36,31,0.76,4.4,1
4/12/13,36,28,0.06,0.6,4
4/13/13,36,29,0.01,0.2,4
4/14/13,38,30,0.46,0.2,3
4/15/13,40,33,0,0,2
4/16/13,47,33,0,0,1
4/17/13,42,35,0.26,T,0
4/18/13,35,32,1.02,6.4,0
4/19/13,38,26,0.12,0.9,7
4/20/13,42,21,0,0,5
4/21/13,51,34,0.15,T,3
4/22/13,44,33,0.82,3.5,0
4/23/13,42,29,0.02,0.3,3
4/24/13,51,29,T,0,T
4/25/13,51,33,T,T,0
4/26/13,72,45,0.02,0,0
4/27/13,75,43,0,0,0
4/28/13,81,54,0.08,0,0
4/29/13,75,51,0,0,0
4/30/13,72,56,0,0,0
5/1/13,56,35,0.35,T,0
5/2/13,48,35,T,T,0
5/3/13,38,32,0.2,0.5,0
5/4/13,49,34,0.08,T,0
5/5/13,67,39,0,0,0
5/6/13,76,46,0,0,0
5/7/13,78,53,0,0,0
5/8/13,78,58,0.12,0,0
5/9/13,60,43,0.1,0,0
5/10/13,67,37,T,0,0
5/11/13,57,42,T,0,0
5/12/13,59,34,0,0,0
5/13/13,72,41,0.01,0,0
5/14/13,98,54,0,0,0
5/15/13,79,56,0,0,0
5/16/13,83,58,T,0,0
5/17/13,66,57,0.25,0,0
5/18/13,81,56,1.47,0,0
5/19/13,82,64,1.16,0,0
5/20/13,72,60,0.6,0,0
5/21/13,65,49,0.07,0,0
5/22/13,55,47,0.13,0,0
5/23/13,65,45,0,0,0
5/24/13,68,44,0.16,0,0
5/25/13,62,54,T,0,0
5/26/13,60,54,0,0,0
5/27/13,62,55,0.05,0,0
5/28/13,62,54,0.06,0,0
5/29/13,76,55,0.92,0,0
5/30/13,77,65,0.26,0,0
5/31/13,79,63,0.25,0,0
6/1/13,72,52,0.06,0,0
6/2/13,67,50,0,0,0
6/3/13,71,51,T,0,0
6/4/13,64,57,0.02,0,0
6/5/13,60,54,0.15,0,0
6/6/13,58,51,T,0,0
6/7/13,66,54,0,0,0
6/8/13,72,56,0,0,0
6/9/13,69,58,0.54,0,0
6/10/13,77,59,0,0,0
6/11/13,79,60,T,0,0
6/12/13,76,62,0.59,0,0
6/13/13,79,58,0,0,0
6/14/13,79,60,0.01,0,0
6/15/13,76,65,0.02,0,0
6/16/13,86,60,0.01,0,0
6/17/13,82,62,0,0,0
6/18/13,75,57,0,0,0
6/19/13,85,61,0,0,0
6/20/13,91,70,0,0,0
6/21/13,82,64,2.5,T,0
6/22/13,82,66,0.54,0,0
6/23/13,84,70,0.26,0,0
6/24/13,82,66,T,0,0
6/25/13,84,66,0,0,0
6/26/13,89,73,T,0,0
6/27/13,87,72,0,0,0
6/28/13,79,67,0.09,0,0
6/29/13,77,63,0.38,0,0
6/30/13,82,57,0,0,0
7/1/13,85,63,0,0,0
7/2/13,83,61,0,0,0
7/3/13,84,61,0,0,0
7/4/13,90,66,0,0,0
7/5/13,89,72,0,0,0
7/6/13,92,76,T,0,0
7/7/13,91,73,0.03,0,0
7/8/13,89,67,0,0,0
7/9/13,87,71,0.34,0,0
7/10/13,83,63,0,0,0
7/11/13,86,64,0,0,0
7/12/13,90,68,0,0,0
7/13/13,80,65,2.79,0,0
7/14/13,86,71,0,0,0
7/15/13,89,70,0,0,0
