Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
6/23/04,76,54,0.27,0,0
6/24/04,64,53,0,0,0
6/25/04,71,51,0,0,0
6/26/04,73,50,0,0,0
6/27/04,66,56,0.04,0,0
6/28/04,78,52,0,0,0
6/29/04,84,59,0,0,0
6/30/04,86,65,T,0,0
7/1/04,87,66,0,0,0
7/2/04,88,66,0,0,0
7/3/04,81,67,0.56,0,0
7/4/04,82,65,0,0,0
7/5/04,73,62,0.01,0,0
7/6/04,63,57,0.9,0,0
7/7/04,69,54,0,0,0
7/8/04,77,53,0,0,0
7/9/04,80,64,0,0,0
7/10/04,83,62,0,0,0
7/11/04,82,69,0.95,0,0
7/12/04,86,67,0,0,0
7/13/04,81,69,0,0,0
7/14/04,84,64,0,0,0
7/15/04,83,66,0,0,0
7/16/04,82,69,0,0,0
7/17/04,79,62,0,0,0
7/18/04,82,62,0,0,0
7/19/04,88,69,T,0,0
7/20/04,91,74,0,0,0
7/21/04,95,71,0.05,0,0
7/22/04,82,64,0,0,0
7/23/04,75,58,0,0,0
7/24/04,77,57,0,0,0
7/25/04,80,57,0,0,0
7/26/04,80,60,0,0,0
7/27/04,82,59,0,0,0
7/28/04,80,67,0.28,0,0
7/29/04,80,62,0,0,0
7/30/04,82,59,0.19,0,0
7/31/04,81,58,0.42,0,0
8/1/04,86,67,0.03,0,0
8/2/04,85,69,T,0,0
8/3/04,79,67,0.06,0,0
8/4/04,80,62,0,0,0
8/5/04,78,56,0,0,0
8/6/04,78,56,0,0,0
8/7/04,74,62,0.16,0,0
8/8/04,83,65,0,0,0
8/9/04,72,58,T,0,0
8/10/04,59,52,0,0,0
8/11/04,65,47,0.02,0,0
8/12/04,71,49,0,0,0
8/13/04,74,51,0,0,0
8/14/04,76,51,0,0,0
8/15/04,77,57,0.02,0,0
8/16/04,74,58,0.32,0,0
8/17/04,78,60,0,0,0
8/18/04,75,51,T,0,0
8/19/04,72,47,0,0,0
8/20/04,67,48,0,0,0
8/21/04,71,44,0,0,0
8/22/04,84,59,0.27,0,0
8/23/04,75,56,0.06,0,0
8/24/04,76,63,T,0,0
8/25/04,84,65,0,0,0
8/26/04,76,62,0.04,0,0
8/27/04,76,59,0,0,0
8/28/04,72,55,0,0,0
8/29/04,72,54,0.21,0,0
8/30/04,77,57,T,0,0
8/31/04,81,58,T,0,0
9/1/04,87,62,0,0,0
9/2/04,88,71,0,0,0
9/3/04,86,66,0,0,0
9/4/04,87,66,0,0,0
9/5/04,85,70,1.12,0,0
9/6/04,75,57,0,0,0
9/7/04,69,53,0,0,0
9/8/04,68,49,0,0,0
9/9/04,77,56,0,0,0
9/10/04,84,61,0,0,0
9/11/04,81,66,0,0,0
9/12/04,84,62,0,0,0
9/13/04,86,68,0.16,0,0
9/14/04,71,65,0.84,0,0
9/15/04,74,51,1.58,0,0
9/16/04,68,48,T,0,0
9/17/04,73,55,0.06,0,0
9/18/04,76,58,0,0,0
9/19/04,87,65,0,0,0
9/20/04,81,65,T,0,0
9/21/04,70,61,0.09,0,0
9/22/04,84,63,0.09,0,0
9/23/04,80,59,0.27,0,0
9/24/04,63,54,0,0,0
9/25/04,73,48,0,0,0
9/26/04,77,50,0,0,0
9/27/04,73,53,0,0,0
9/28/04,64,44,0,0,0
9/29/04,68,41,0,0,0
9/30/04,72,48,0,0,0
10/1/04,67,36,0.38,0,0
10/2/04,58,33,0,0,0
10/3/04,73,42,0,0,0
10/4/04,49,33,0,0,0
10/5/04,68,34,0,0,0
10/6/04,78,54,0,0,0
10/7/04,71,57,0.28,0,0
10/8/04,67,50,0,0,0
10/9/04,68,45,0,0,0
10/10/04,70,46,0,0,0
10/11/04,66,45,0,0,0
10/12/04,60,42,0,0,0
10/13/04,51,42,0.07,0,0
10/14/04,43,34,0,0,0
10/15/04,44,36,0.21,0,0
10/16/04,40,35,0.01,0,0
10/17/04,39,29,0.01,T,0
10/18/04,51,37,T,0,0
10/19/04,48,43,T,0,0
10/20/04,53,43,0,0,0
10/21/04,51,43,T,0,0
10/22/04,64,50,0.06,0,0
10/23/04,65,45,0.17,0,0
10/24/04,66,37,0,0,0
10/25/04,56,42,0,0,0
10/26/04,50,43,0,0,0
10/27/04,49,43,T,0,0
10/28/04,58,49,0.88,0,0
10/29/04,75,56,0.06,0,0
10/30/04,57,42,0.19,0,0
10/31/04,44,40,T,0,0
11/1/04,48,39,0.03,0,0
11/2/04,49,34,0.06,0,0
11/3/04,51,32,0,0,0
11/4/04,50,35,0,0,0
11/5/04,55,33,0,0,0
11/6/04,67,40,0,0,0
11/7/04,50,32,0,0,0
11/8/04,39,32,0,0,0
11/9/04,60,33,T,0,0
11/10/04,57,33,T,0,0
11/11/04,39,24,0,0,0
11/12/04,41,20,0,0,0
11/13/04,47,23,0,0,0
11/14/04,46,26,0,0,0
11/15/04,52,32,0,0,0
11/16/04,53,36,T,0,0
11/17/04,51,39,0,0,0
11/18/04,51,43,0,0,0
11/19/04,45,39,0.62,0,0
11/20/04,42,32,0.01,0,0
11/21/04,40,27,0,0,0
11/22/04,43,35,0,0,0
11/23/04,39,25,0,0,0
11/24/04,36,23,0,0,0
11/25/04,34,22,0,T,0
11/26/04,35,30,0.07,0,0
11/27/04,34,27,0.14,0.5,T
11/28/04,33,20,0,0,1
11/29/04,31,22,0,0,T
11/30/04,36,21,0,0,0
12/1/04,34,22,0,0,0
12/2/04,34,19,0.04,0.8,0
12/3/04,39,20,0,0,1
12/4/04,45,27,0,0,0
12/5/04,34,24,0,0,0
12/6/04,36,30,0.02,0.2,T
12/7/04,36,33,0.02,T,0
12/8/04,40,31,0,0,0
12/9/04,40,32,0.08,0,0
12/10/04,36,31,0.08,T,0
12/11/04,36,27,0,0,0
12/12/04,41,19,T,T,0
12/13/04,19,9,T,T,0
12/14/04,27,6,0,0,0
12/15/04,39,26,0,0,0
12/16/04,33,15,T,T,0
12/17/04,33,11,0,0,0
12/18/04,38,-1,0,0,0
12/19/04,13,-9,T,T,0
12/20/04,26,13,0.02,T,T
12/21/04,32,-1,0.01,0.5,1
12/22/04,2,-4,T,T,1
12/23/04,0,-9,0,0,1
12/24/04,10,-10,T,0.1,1
12/25/04,18,8,0.01,0.2,1
12/26/04,20,1,0,0,1
12/27/04,27,16,T,T,T
12/28/04,29,17,0,0,T
12/29/04,25,22,T,T,T
12/30/04,51,25,0.16,0,T
12/31/04,42,13,T,T,0
1/1/05,28,13,0.34,0.5,1
1/2/05,28,8,T,0,1
1/3/05,16,4,0,0,1
1/4/05,16,5,0,0,0
1/5/05,9,0,0,0,0
1/6/05,15,5,T,T,T
1/7/05,21,7,T,T,T
1/8/05,20,10,T,T,T
1/9/05,28,11,0.01,0.1,T
1/10/05,15,7,0.03,0.7,T
1/11/05,26,14,0.01,0.2,1
1/12/05,31,23,0.05,0.6,1
1/13/05,25,-10,T,T,1
1/14/05,-1,-14,0,0,1
1/15/05,1,-11,0,0,1
1/16/05,5,-9,0,0,1
1/17/05,3,-12,0,0,1
1/18/05,37,-3,0.02,0.2,1
1/19/05,31,16,0.01,T,1
1/20/05,22,16,0.02,0.1,1
1/21/05,22,19,0.68,5.5,1
1/22/05,24,4,0.02,0.4,7
1/23/05,22,-1,0,0,6
1/24/05,35,18,0,0,6
1/25/05,44,22,0,0,6
1/26/05,33,13,T,T,5
1/27/05,26,6,0,0,5
1/28/05,28,15,0,0,4
1/29/05,31,24,T,T,4
1/30/05,33,28,T,T,4
1/31/05,35,29,0.02,0.3,4
2/1/05,36,31,0,0,4
2/2/05,42,27,0,0,4
2/3/05,50,31,0,0,3
2/4/05,51,35,0,0,2
2/5/05,51,33,0,0,1
2/6/05,48,18,0,0,T
2/7/05,19,11,0,0,0
2/8/05,23,14,T,T,0
2/9/05,23,18,0.02,0.5,1
2/10/05,28,11,T,T,T
2/11/05,48,22,0,0,T
2/12/05,53,25,0,0,T
2/13/05,39,32,0.46,1.8,T
2/14/05,42,30,0.12,0.9,3
2/15/05,33,23,0,0,T
2/16/05,25,12,T,T,T
2/17/05,19,8,T,T,T
2/18/05,27,3,0.01,0.1,0
2/19/05,24,9,0.09,1.4,T
2/20/05,33,22,0.16,2.3,4
2/21/05,24,9,0,0,4
2/22/05,29,7,0,0,4
2/23/05,29,7,0,0,4
2/24/05,30,19,0.01,0.1,3
2/25/05,32,16,0,0,4
2/26/05,32,15,0,0,3
2/27/05,34,24,0.09,0.9,3
2/28/05,27,17,T,T,3
3/1/05,23,9,0,0,2
3/2/05,27,6,0,0,2
3/3/05,36,8,0,0,2
3/4/05,42,26,T,T,2
3/5/05,41,28,0,0,0
3/6/05,60,34,0,0,0
3/7/05,43,19,T,T,0
3/8/05,26,13,0,0,0
3/9/05,31,12,0,0,0
3/10/05,38,27,0.09,0.7,1
3/11/05,34,12,0.03,0.5,0
3/12/05,23,9,0,0,T
3/13/05,28,11,T,T,T
3/14/05,24,12,T,T,0
3/15/05,37,18,T,T,0
3/16/05,32,18,0.01,0.1,T
3/17/05,36,19,0,0,0
3/18/05,30,24,0.33,5.3,T
3/19/05,38,22,0,0,5
3/20/05,38,21,0,0,4
3/21/05,40,26,0,0,3
3/22/05,43,24,0,0,1
3/23/05,46,30,0,0,0
3/24/05,50,31,0,0,0
3/25/05,44,26,0,0,0
3/26/05,50,25,0,0,0
3/27/05,56,32,0,0,0
3/28/05,66,38,0,0,0
3/29/05,71,46,0,0,0
3/30/05,58,39,0.91,0,0
3/31/05,57,39,T,0,0
4/1/05,52,32,T,0,0
4/2/05,55,29,0,0,0
4/3/05,68,38,0,0,0
4/4/05,76,48,0,0,0
4/5/05,72,55,0,0,0
4/6/05,58,43,T,0,0
4/7/05,66,38,0,0,0
4/8/05,70,42,0,0,0
4/9/05,75,48,0,0,0
4/10/05,75,57,0.44,0,0
4/11/05,69,53,0.19,0,0
4/12/05,53,45,0.18,0,0
4/13/05,65,36,0,0,0
4/14/05,67,41,0,0,0
4/15/05,70,47,0.13,0,0
4/16/05,59,49,0.94,0,0
4/17/05,71,45,0,0,0
4/18/05,81,61,T,0,0
4/19/05,68,58,0.21,0,0
4/20/05,64,48,0,0,0
4/21/05,63,41,0,0,0
4/22/05,55,36,T,0,0
4/23/05,49,31,0,0,0
4/24/05,58,33,0,0,0
4/25/05,50,41,0.1,0,0
4/26/05,48,37,0.11,T,0
4/27/05,44,33,T,T,0
4/28/05,49,31,0,0,0
4/29/05,52,36,T,0,0
4/30/05,48,34,0,0,0
5/1/05,46,32,T,T,0
5/2/05,46,30,T,T,0
5/3/05,54,29,0,0,0
5/4/05,67,38,0,0,0
5/5/05,76,51,T,0,0
5/6/05,74,50,0,0,0
5/7/05,73,57,0.01,0,0
5/8/05,77,60,0.25,0,0
5/9/05,68,60,0.12,0,0
5/10/05,68,55,0.02,0,0
5/11/05,58,42,0,0,0
5/12/05,42,34,0.62,0,0
5/13/05,52,40,0.48,0,0
5/14/05,55,42,0.1,0,0
5/15/05,56,40,0,0,0
5/16/05,58,40,0.27,0,0
5/17/05,67,50,0.16,0,0
5/18/05,62,55,0.38,0,0
5/19/05,66,56,T,0,0
5/20/05,67,53,0,0,0
5/21/05,70,56,0.06,0,0
5/22/05,75,57,0,0,0
5/23/05,71,55,0,0,0
5/24/05,75,53,T,0,0
5/25/05,67,52,0.2,0,0
5/26/05,69,50,0.05,0,0
5/27/05,62,51,0.04,0,0
5/28/05,64,48,T,0,0
5/29/05,66,50,0.02,0,0
5/30/05,76,49,0,0,0
5/31/05,79,53,0,0,0
6/1/05,77,64,T,0,0
6/2/05,85,60,0,0,0
6/3/05,74,65,0,0,0
6/4/05,76,65,0.39,0,0
6/5/05,79,64,0.38,0,0
6/6/05,84,61,0,0,0
6/7/05,91,69,0.04,0,0
6/8/05,82,61,0.72,0,0
6/9/05,81,62,0,0,0
6/10/05,78,66,0.35,0,0
6/11/05,81,67,0.1,0,0
6/12/05,80,61,0,0,0
6/13/05,83,62,0.26,0,0
6/14/05,73,62,0.06,0,0
6/15/05,75,58,0.05,0,0
6/16/05,80,56,0,0,0
6/17/05,83,56,0,0,0
6/18/05,87,60,0,0,0
6/19/05,88,65,0,0,0
6/20/05,85,66,0.55,0,0
6/21/05,88,64,0,0,0
6/22/05,89,68,0,0,0
6/23/05,96,80,0,0,0
6/24/05,85,68,0.06,0,0
6/25/05,81,64,0,0,0
6/26/05,88,71,T,0,0
6/27/05,87,67,1.03,0,0
6/28/05,81,66,0,0,0
6/29/05,83,67,0.25,0,0
6/30/05,76,64,T,0,0
7/1/05,76,60,0,0,0
7/2/05,81,58,0,0,0
7/3/05,79,67,0.17,0,0
7/4/05,82,64,0,0,0
7/5/05,75,59,0,0,0
7/6/05,79,58,0,0,0
7/7/05,84,64,0,0,0
7/8/05,84,69,0,0,0
7/9/05,92,71,0,0,0
7/10/05,93,73,0,0,0
7/11/05,92,72,0,0,0
7/12/05,92,72,0,0,0
7/13/05,94,74,0,0,0
7/14/05,92,71,0,0,0
7/15/05,95,74,0,0,0
7/16/05,97,79,0,0,0
7/17/05,97,75,0.21,0,0
7/18/05,81,65,0,0,0
7/19/05,90,57,0,0,0
7/20/05,92,69,0.37,0,0
7/21/05,91,73,0,0,0
7/22/05,91,71,0,0,0
7/23/05,88,70,0.63,0,0
7/24/05,93,74,T,0,0
7/25/05,85,65,1.56,0,0
7/26/05,72,59,0,0,0
7/27/05,75,54,0,0,0
7/28/05,82,62,0,0,0
7/29/05,80,59,0,0,0
7/30/05,90,67,0,0,0
7/31/05,91,70,0,0,0
8/1/05,91,68,0,0,0
8/2/05,96,73,0,0,0
8/3/05,91,72,1.46,0,0
8/4/05,81,65,0.02,0,0
8/5/05,82,60,0,0,0
8/6/05,84,63,0,0,0
8/7/05,91,64,0,0,0
8/8/05,92,74,0.16,0,0
8/9/05,83,68,1.17,0,0
8/10/05,83,65,0,0,0
8/11/05,73,65,0.04,0,0
8/12/05,79,64,0,0,0
8/13/05,72,58,0,0,0
8/14/05,76,53,0,0,0
8/15/05,78,58,0,0,0
8/16/05,84,62,0.01,0,0
8/17/05,82,66,0,0,0
8/18/05,77,66,0.3,0,0
8/19/05,80,64,0.02,0,0
8/20/05,81,60,0,0,0
8/21/05,75,56,0,0,0
8/22/05,71,53,0,0,0
8/23/05,76,54,0,0,0
8/24/05,75,57,0,0,0
8/25/05,83,68,0,0,0
8/26/05,79,62,2.04,0,0
8/27/05,79,59,0,0,0
8/28/05,79,59,0,0,0
8/29/05,79,60,0,0,0
8/30/05,77,61,0,0,0
8/31/05,78,59,T,0,0
9/1/05,79,57,0,0,0
9/2/05,77,55,0,0,0
9/3/05,72,54,0.94,0,0
9/4/05,80,62,0.33,0,0
9/5/05,87,66,0.02,0,0
9/6/05,81,67,0.12,0,0
9/7/05,69,59,0.26,0,0
9/8/05,76,59,0.09,0,0
9/9/05,83,61,0,0,0
9/10/05,90,70,0,0,0
9/11/05,89,71,0,0,0
9/12/05,78,67,0.39,0,0
9/13/05,70,55,0.27,0,0
9/14/05,73,51,0,0,0
9/15/05,75,53,0,0,0
9/16/05,78,57,T,0,0
9/17/05,73,56,T,0,0
9/18/05,79,58,0,0,0
9/19/05,76,62,0.24,0,0
9/20/05,83,59,0,0,0
9/21/05,89,61,0.21,0,0
9/22/05,67,49,T,0,0
9/23/05,68,49,0,0,0
9/24/05,67,55,0.67,0,0
9/25/05,66,55,0.53,0,0
9/26/05,67,51,0,0,0
9/27/05,77,51,0,0,0
9/28/05,66,43,0.37,0,0
9/29/05,62,39,0,0,0
9/30/05,77,53,0,0,0
10/1/05,83,55,0,0,0
10/2/05,78,65,0,0,0
10/3/05,85,72,0,0,0
10/4/05,78,62,4.61,0,0
10/5/05,72,44,0.28,0,0
10/6/05,44,39,T,T,0
10/7/05,49,33,0,0,0
10/8/05,55,35,0,0,0
10/9/05,57,40,0,0,0
10/10/05,64,40,0,0,0
10/11/05,61,42,0,0,0
10/12/05,62,53,0.22,0,0
10/13/05,63,50,T,0,0
10/14/05,71,48,0,0,0
10/15/05,62,43,0,0,0
10/16/05,68,39,0,0,0
10/17/05,66,50,0.2,0,0
10/18/05,78,46,0,0,0
10/19/05,54,41,0,0,0
10/20/05,59,37,0,0,0
10/21/05,54,39,0.01,0,0
10/22/05,51,33,T,0,0
10/23/05,48,39,0.04,0,0
10/24/05,45,32,0,0,0
10/25/05,51,31,0,0,0
10/26/05,52,36,0,0,0
10/27/05,54,32,0,0,0
10/28/05,61,35,0,0,0
10/29/05,69,45,0,0,0
10/30/05,61,45,0.09,0,0
10/31/05,50,38,T,0,0
11/1/05,54,34,0,0,0
11/2/05,71,36,0,0,0
11/3/05,54,42,0,0,0
11/4/05,49,37,0,0,0
11/5/05,52,39,0.12,0,0
11/6/05,48,39,0,0,0
11/7/05,62,42,0,0,0
11/8/05,58,37,0,0,0
11/9/05,51,32,0,0,0
11/10/05,57,28,0,0,0
11/11/05,64,35,0,0,0
11/12/05,61,44,0.09,0,0
11/13/05,48,32,0.1,0,0
11/14/05,44,30,0.04,0,0
11/15/05,39,27,0.36,0.7,0
11/16/05,27,11,T,T,1
11/17/05,24,8,T,T,0
11/18/05,43,24,T,T,0
11/19/05,44,36,T,0,0
11/20/05,37,32,0,0,0
11/21/05,44,32,0,0,0
11/22/05,35,26,T,T,0
11/23/05,44,21,0,0,0
11/24/05,21,11,0,0,0
11/25/05,20,15,0.14,2.1,T
11/26/05,28,15,0,0,3
11/27/05,46,27,0.06,0,2
11/28/05,53,35,0.43,0,0
11/29/05,35,17,0.11,1,T
11/30/05,21,16,0.08,1.3,1
12/1/05,20,13,0.02,0.2,2
12/2/05,15,8,T,0.2,2
12/3/05,17,8,0.07,2.6,2
12/4/05,14,2,T,T,4
12/5/05,7,-4,T,T,4
12/6/05,10,-7,T,0.1,4
12/7/05,23,4,T,T,4
12/8/05,21,3,T,T,4
12/9/05,20,3,T,T,4
12/10/05,36,17,0.01,0.1,3
12/11/05,24,11,T,T,3
12/12/05,32,18,T,T,3
12/13/05,32,25,0.05,0.4,3
12/14/05,32,25,0.3,5,7
12/15/05,26,18,0.07,1.1,7
12/16/05,19,7,T,0.2,7
12/17/05,11,2,T,T,6
12/18/05,7,-5,T,T,6
12/19/05,14,-8,T,T,6
12/20/05,19,5,T,T,6
12/21/05,17,9,0.01,0.1,6
12/22/05,40,13,0,0,6
12/23/05,43,31,0.09,0,6
12/24/05,37,32,T,0,4
12/25/05,35,32,T,T,3
12/26/05,33,31,T,0,3
12/27/05,33,31,T,0,3
12/28/05,35,30,T,0,2
12/29/05,32,27,0.06,1,2
12/30/05,33,30,0.29,3.5,5
12/31/05,30,27,T,T,6
1/1/06,33,24,0,0,5
1/2/06,34,32,0.16,0,4
1/3/06,36,32,0.01,T,4
1/4/06,33,29,0.05,T,3
1/5/06,29,27,T,T,1
1/6/06,31,21,T,T,1
1/7/06,36,26,0,0,1
1/8/06,34,30,0.03,0.5,1
1/9/06,31,18,0,0,1
1/10/06,32,16,0,0,1
1/11/06,37,23,0,0,1
1/12/06,44,27,T,0,1
1/13/06,32,20,T,T,1
1/14/06,33,19,0,0,1
1/15/06,39,30,0,0,1
1/16/06,33,23,0.08,0.7,1
1/17/06,23,14,T,T,1
1/18/06,26,14,T,T,1
1/19/06,28,23,0.01,0.1,1
1/20/06,32,23,0,0,1
1/21/06,31,17,0,0,1
1/22/06,31,9,0,0,1
1/23/06,38,5,0.01,0.1,1
1/24/06,39,27,0.01,T,1
1/25/06,32,19,0,0,T
1/26/06,48,21,0.02,0,T
1/27/06,46,31,0,0,T
1/28/06,40,28,0.11,T,0
1/29/06,34,30,0.14,0.9,T
1/30/06,37,24,T,T,1
1/31/06,35,22,0.08,T,0
2/1/06,34,25,0.09,0.2,0
2/2/06,43,26,0,0,0
2/3/06,33,11,0.04,0.3,T
2/4/06,21,5,T,T,T
2/5/06,24,7,T,T,T
2/6/06,27,9,0,0,T
2/7/06,30,20,0,0,T
2/8/06,28,11,0,0,T
2/9/06,28,10,0.12,1.5,T
2/10/06,32,21,0.02,0.1,2
2/11/06,27,17,T,T,2
2/12/06,21,8,T,T,1
2/13/06,31,9,0,0,1
2/14/06,39,17,0.05,T,1
2/15/06,21,7,0,0,T
2/16/06,18,8,T,T,T
2/17/06,8,-13,0,0,T
2/18/06,10,-13,0,0,T
2/19/06,22,1,0,0,T
2/20/06,33,10,0,0,T
2/21/06,28,8,0,0,T
2/22/06,37,18,0,0,T
2/23/06,29,14,0,0,T
2/24/06,42,16,T,T,T
2/25/06,25,11,0,0,0
2/26/06,36,11,T,T,0
2/27/06,34,23,0,0,0
2/28/06,39,22,0,0,0
3/1/06,44,31,0,0,0
3/2/06,38,26,T,T,0
3/3/06,31,24,0,0,0
3/4/06,41,21,0,0,0
3/5/06,37,32,0.19,1,0
3/6/06,34,25,T,T,1
3/7/06,36,29,0.03,0,0
3/8/06,42,33,0,0,0
3/9/06,48,32,0,0,0
3/10/06,56,28,0,0,0
3/11/06,53,31,0,0,0
3/12/06,42,24,0.19,0.8,0
3/13/06,34,18,0.78,9.9,4
3/14/06,29,12,0,0,9
3/15/06,27,10,0.09,2.8,9
3/16/06,35,25,0.45,5.8,12
3/17/06,36,12,0,0,11
3/18/06,35,13,0,0,10
3/19/06,39,17,0,0,9
3/20/06,37,27,0,0,8
3/21/06,37,22,0,0,7
3/22/06,43,20,T,T,6
3/23/06,37,31,0.04,0.1,5
3/24/06,39,30,T,T,4
3/25/06,40,32,0,0,3
3/26/06,45,32,0,0,3
3/27/06,43,32,0.01,0,T
3/28/06,50,27,0,0,T
3/29/06,53,35,0.03,0,0
3/30/06,55,43,0.15,0,0
3/31/06,53,39,0.05,0,0
4/1/06,49,38,0,0,0
4/2/06,43,36,1.06,0,0
4/3/06,50,33,T,0,0
4/4/06,56,29,0,0,0
4/5/06,63,36,0,0,0
4/6/06,62,47,2.58,T,0
4/7/06,50,35,0,0,0
4/8/06,52,29,0,0,0
4/9/06,60,37,0,0,0
4/10/06,79,44,0,0,0
4/11/06,71,59,0,0,0
4/12/06,71,53,T,0,0
4/13/06,84,48,T,0,0
4/14/06,72,56,0,0,0
4/15/06,78,50,0,0,0
4/16/06,70,53,T,0,0
4/17/06,70,47,0,0,0
4/18/06,71,46,0.06,0,0
4/19/06,63,46,0.02,0,0
4/20/06,56,45,0.28,0,0
4/21/06,59,42,T,0,0
4/22/06,65,45,T,0,0
4/23/06,73,45,0,0,0
4/24/06,62,41,0,0,0
4/25/06,58,37,0,0,0
4/26/06,68,41,0,0,0
4/27/06,72,47,0,0,0
4/28/06,61,49,0.26,0,0
4/29/06,54,48,0.9,0,0
4/30/06,59,50,0.81,0,0
5/1/06,63,53,0.46,0,0
5/2/06,70,51,0.01,0,0
5/3/06,64,51,0,0,0
5/4/06,56,46,T,0,0
5/5/06,54,42,0,0,0
5/6/06,70,41,0,0,0
5/7/06,71,51,0,0,0
5/8/06,70,57,0.23,0,0
5/9/06,75,56,T,0,0
5/10/06,65,47,T,0,0
5/11/06,53,45,T,0,0
5/12/06,50,41,0.46,0,0
5/13/06,55,40,0.11,0,0
5/14/06,63,43,0.01,0,0
5/15/06,68,51,0.06,0,0
5/16/06,76,53,0,0,0
5/17/06,70,53,0,0,0
5/18/06,67,48,0.01,0,0
5/19/06,69,48,T,0,0
5/20/06,70,48,T,0,0
5/21/06,58,41,0,0,0
5/22/06,72,39,0,0,0
5/23/06,85,53,0,0,0
5/24/06,82,67,T,0,0
5/25/06,80,64,0.31,0,0
5/26/06,83,60,0,0,0
5/27/06,87,67,0,0,0
5/28/06,97,75,0,0,0
5/29/06,94,74,T,0,0
5/30/06,84,64,0,0,0
5/31/06,85,62,0,0,0
6/1/06,82,62,0.07,0,0
6/2/06,85,59,T,0,0
6/3/06,83,62,0,0,0
6/4/06,86,64,0,0,0
6/5/06,89,64,1.04,0,0
6/6/06,84,65,0,0,0
6/7/06,87,65,0,0,0
6/8/06,80,65,0,0,0
6/9/06,69,51,0.01,0,0
6/10/06,63,52,T,0,0
6/11/06,67,53,0,0,0
6/12/06,76,49,0,0,0
6/13/06,85,59,0,0,0
6/14/06,80,63,0,0,0
6/15/06,86,65,0.05,0,0
6/16/06,88,67,1.15,0,0
6/17/06,85,68,0.04,0,0
6/18/06,84,66,T,0,0
6/19/06,78,63,0,0,0
6/20/06,76,61,0.01,0,0
6/21/06,83,65,0,0,0
6/22/06,80,64,0,0,0
6/23/06,83,60,0.02,0,0
6/24/06,78,62,0.18,0,0
6/25/06,80,60,0.24,0,0
6/26/06,82,56,T,0,0
6/27/06,75,56,0,0,0
6/28/06,79,59,0,0,0
6/29/06,83,59,0,0,0
6/30/06,91,66,0,0,0
7/1/06,88,72,T,0,0
7/2/06,91,68,0,0,0
7/3/06,88,70,T,0,0
7/4/06,79,63,0,0,0
7/5/06,84,59,0,0,0
7/6/06,85,62,0,0,0
7/7/06,86,68,0,0,0
7/8/06,91,71,T,0,0
7/9/06,86,66,0,0,0
7/10/06,84,60,0,0,0
7/11/06,85,71,T,0,0
7/12/06,90,69,0,0,0
7/13/06,92,70,0.04,0,0
7/14/06,96,67,0.1,0,0
7/15/06,99,72,0,0,0
7/16/06,94,78,0.05,0,0
7/17/06,93,73,0,0,0
7/18/06,89,63,0,0,0
7/19/06,78,67,0.71,0,0
7/20/06,88,69,0,0,0
7/21/06,79,68,T,0,0
7/22/06,87,63,T,0,0
7/23/06,90,68,0,0,0
7/24/06,96,71,0.28,0,0
7/25/06,90,69,0.02,0,0
7/26/06,90,71,0,0,0
7/27/06,92,70,0,0,0
7/28/06,98,76,0,0,0
7/29/06,96,80,0,0,0
7/30/06,99,79,0,0,0
7/31/06,101,80,0.09,0,0
8/1/06,80,68,1.05,0,0
8/2/06,85,64,2.69,0,0
8/3/06,88,65,0,0,0
8/4/06,88,69,0,0,0
8/5/06,84,72,T,0,0
8/6/06,86,69,0.27,0,0
8/7/06,82,62,0,0,0
8/8/06,84,65,0,0,0
8/9/06,81,68,0,0,0
8/10/06,85,69,0.28,0,0
8/11/06,80,67,0,0,0
8/12/06,82,64,0,0,0
8/13/06,74,65,0.45,0,0
8/14/06,80,58,0,0,0
8/15/06,82,59,0,0,0
8/16/06,85,66,0,0,0
8/17/06,75,62,0.07,0,0
8/18/06,78,65,0.01,0,0
8/19/06,79,62,0,0,0
8/20/06,80,58,0,0,0
8/21/06,86,64,0,0,0
8/22/06,82,58,0,0,0
8/23/06,81,60,0.76,0,0
8/24/06,70,65,1.26,0,0
8/25/06,73,64,T,0,0
8/26/06,79,61,0,0,0
8/27/06,84,60,0,0,0
8/28/06,70,65,0.06,0,0
8/29/06,77,58,0,0,0
8/30/06,81,58,0,0,0
8/31/06,78,61,0,0,0
9/1/06,77,58,0,0,0
9/2/06,75,61,0.39,0,0
9/3/06,67,60,0.63,0,0
9/4/06,78,59,T,0,0
9/5/06,82,58,0,0,0
9/6/06,82,59,0,0,0
9/7/06,83,62,0,0,0
9/8/06,72,53,T,0,0
9/9/06,59,50,0,0,0
9/10/06,56,51,0.03,0,0
9/11/06,59,52,0.01,0,0
9/12/06,67,51,0,0,0
9/13/06,75,48,0,0,0
9/14/06,80,54,0,0,0
9/15/06,82,58,T,0,0
9/16/06,82,63,0.19,0,0
9/17/06,76,51,0.14,0,0
9/18/06,53,46,0.03,0,0
9/19/06,52,44,T,0,0
9/20/06,58,38,0,0,0
9/21/06,55,44,0.52,0,0
9/22/06,59,52,0.27,0,0
9/23/06,62,52,0.13,0,0
9/24/06,65,44,0,0,0
9/25/06,66,48,0,0,0
9/26/06,76,46,0.03,0,0
9/27/06,58,44,0.06,0,0
9/28/06,51,42,T,0,0
9/29/06,62,45,0.01,0,0
9/30/06,68,48,T,0,0
10/1/06,84,48,0,0,0
